hexmap,abbr_usps,abbr_gpo,abbr_ap,abbr_short,abbr_long,name,fips,eta_region,geo_type,eta_region_name,eta_region_city,X,Y,cX,cY
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,399.256258,-250,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,399.256258,-270,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,381.93575,-280,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,364.615242,-270,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,364.615242,-250,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,381.93575,-240,381.93575000000004,-260.00000000000006
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,416.576766,-240,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,433.897275,-250,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,433.897275,-270,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,416.576766,-280,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,399.256258,-270,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,399.256258,-250,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,416.576766,-240,416.5767664444444,-259.99999999999994
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,18.204981,-270,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,35.5254891,-280,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,35.5254891,-300,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,18.204981,-310,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,0.8844729,-300,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,0.8844729,-280,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,18.204981,-270,18.204981,-290
